Column Num,Animal Id,Capture Date,Session,Survey,Study Area,Time Start,Time End,Surveyors,General Location,Map Standard,Latitude,Longitude,Zone,Easting,Northing,Spp,Obs #,Sex,Age Class,Age,Age is Estimate,Reproductive Condition,Young,Age of Young,Capture Session Label,Capture Mechanism,Capture Comments,Marking Method,Marking_Type,Marking_Manufacturer,Marking_Serial_Number,Current Mark Number,Current Mark Color,Current Mark Ear,Previous Mark Number,Previous Mark Color,Previous Mark Ear,Current Radio Frequency,Previous Radio Frequency,Mother's Id,Mother's Current Radio Frequency,Young's Id,General Marking Comments,Handling Label,Total Length,Total Length Comment,Shoulder Height,Shoulder Height Comment,Chest Girth,Chest Girth Comment,Neck Girth,Neck Girth Comment,Hind Foot Length,Hind Foot Length Comment,Hind Hoof Length,Hind Hoof Length Comment,Hind Hoof Width,Hind Hoof Width Comment,Weight,Weight Comment,Tail Length,Tail Length Comment,Front Pad Length,Front Pad Length Comment,Front Pad Width,Front Pad Width Comment,Hind Pad Length,Hind Pad Length Comment,Hind Pad Width,Hind Pad Width Comment,Right Horn Length,Right Horn Length Comment,Left Horn Length,Left Horn Length Comment,Skull Length,Skull Length Comment,Zygo Length,Zygo Length Comment,Canine Length,Canine Length Comment,Tooth Wear,Tooth Wear Comments,Vulva Condition,Vulva Condition Comments,Evidence of Nursing,Evidence of Nursing Comments,Pelage Color,Pelage Color Comments,Pelage Condition,Pelage Condition Comments,Scarring,Scarring Comments,Other Comments,Tooth Sample,Tooth Sample - Comments,Blood  Sample,Blood Sample - Comments,Fecal Sample,Fecal Sample - Comments,Parasites Sample,Parasites Sample - Comments,Hair Sample,Hair Sample - Comments,Skin Sample,Skin Sample - Comments,Other Collected Sample,Other Collected Sample - Comments,General Comments
32,W019A,1999-03-05,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Truneate Ck/Akie R,Unk,57 11.38,124 58.66,NA,NA,NA,M-CALU,27,M,Adult,3,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811064W-VHF,3,Red,Unk,NA,NA,NA,148.5,,Unk,,,No,AKI99MAR,116.8,NA,78.7,NA,71.1,NA,50.8,NA,Unk,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,Min,No,NA,NA,NA,NA,Black,No,Unk,No,Unk,No,Group of 6 wolves. All Black,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Group of 6 wolves. All Black
33,M011A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Finlay R/Akie R,Unk,57 05.54,125 10.16,NA,NA,NA,M-ALAL,28,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811026M-VHF,12,Red,Unk,NA,NA,NA,148.36,,Unk,,,No,AKI99MAR,259.1,NA,190.5,NA,198.1,NA,73.7,NA,Unk,NA,11.4,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
34,M013A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Finlay R ,Unk,57 04.59,125 09.58,NA,NA,NA,M-ALAL,29,M,Adult,4-6 Yrs,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811028M-VHF,Unk,Red,Unk,NA,NA,NA,148.38,,Unk,,,No,AKI99MAR,Unk,NA,Unk,NA,203.2,NA,Unk,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
35,M014A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Akie R,Unk,57 05.00,125 03.42,NA,NA,NA,M-ALAL,30,F,Adult,06-Apr,Estimate,Unk,Unk,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811029M-VHF,Unk,Red,Unk,NA,NA,NA,148.39,,Unk,,,No,AKI99MAR,304.8,NA,203.2,NA,203.2,NA,81.3,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
36,M005A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Akie R,Unk,57 05.02,125 03.22,NA,NA,NA,M-ALAL,31,M,Adult,06-Apr,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,GPS,Televilt,TP-G01TX-051-GPS,Unk,Red,Unk,NA,NA,NA,148.09,,Unk,,,No,AKI99MAR,304.8,NA,203.2,NA,203.2,NA,96.5,NA,Unk,NA,15.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
37,C057A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson","Meadow/Swamp, Akie R",Unk,57 19.00,124 33.71,NA,NA,NA,M-RATA,32,F,Adult,06-Apr,Estimate,Unk,Unk,NA,AKI99MAR,NG,No,CT,GPS,Televilt,TP-G01TX-038-GPS,45,Red,Unk,NA,NA,NA,148.55,,Unk,,,No,AKI99MAR,198.1,NA,129.5,NA,132.1,NA,53.3,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
38,M008A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow / Swamp Del Ck,Unk,57 14.58,125 13.29,NA,NA,NA,M-ALAL,33,F,Adult,4-6s,Estimate,Unk,Unk,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811023M-VHF,Unk,Red,Unk,NA,NA,NA,148.33,,Unk,,,No,AKI99MAR,292.1,NA,203.2,NA,198.1,NA,71.1,NA,Unk,NA,15.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
39,M006A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow / Swamp Del Ck,Unk,57 16.19,125 13.49,NA,NA,NA,M-ALAL,34,F,Adult,4-6s,Estimate,Unk,1,10 Mths,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811021M-VHF,Unk,Red,Unk,NA,NA,NA,148.31,,Unk,,,No,AKI99MAR,274.3,NA,182.9,NA,193,NA,83.8,NA,Unk,NA,15.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,Group of 2 animals ,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Group of 2 animals 
40,C054A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1300,1350,"Rick Erasmus, Barry Minor, Clay Wilson",Akie River Meadow/Swamp,Unk,57 19.09,124 34.46,NA,NA,NA,M-RATA,35,M,Adult,4-6s,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811009C-VHF,27,Red,Unk,NA,NA,NA,148.29,,Unk,,,No,AKI99MAR,208.3,NA,114.3,NA,137.2,NA,71.1,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
41,C048A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1350,1445,"Rick Erasmus, Barry Minor, Clay Wilson",Akie River,Unk,57 19.14,124 34.83,NA,NA,NA,M-RATA,36,M,Adult,<4 Yrs,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811001C-VHF,Unk,Red,Unk,NA,NA,NA,148.21,,Unk,,,No,AKI99MAR,198.1,NA,121.9,NA,116.8,NA,48.3,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
42,C052A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1410,1440,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp Akie R,Unk,57 19.05,124 34.40,NA,NA,NA,M-RATA,37,M,Adult,06-Apr,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811007C-VHF,Unk,Red,Unk,NA,NA,NA,148.27,,Unk,,,No,AKI99MAR,215.9,NA,121.9,NA,132.1,NA,66,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
43,C055A,1999-03-06,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1500,1535,"Rick Erasmus, Barry Minor, Clay Wilson",Akie River,Unk,57 19.03,124 33.73,NA,NA,NA,M-RATA,38,F,Adult,4-6rs,Estimate,Unk,Unk,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811010C-VHF,20,Red,Unk,NA,NA,NA,148.3,,Unk,,,No,AKI99MAR,213.4,NA,121.9,NA,137.2,NA,71.1,NA,Unk,NA,11.4,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
44,M012A,1999-03-07,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,912,950,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp Paul Ck,Unk,57 15.34,125 18.86,NA,NA,NA,M-ALAL,40,F,Adult,>6,Estimate,Unk,2,10 Mths,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811027M-VHF,Unk,Red,Unk,NA,NA,NA,148.37,,Unk,,,No,AKI99MAR,304.8,NA,198.1,NA,203.2,NA,71.1,NA,Unk,NA,15.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,Group = 3. One Cow with a couple broken teeth and 2 calfs,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Group = 3. One Cow with a couple broken teeth and 2 calfs
45,W020A,1999-03-07,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1050,1130,"Rick Erasmus, Barry Minor, Clay Wilson",Cut block Finlay R/Akie R,Unk,57 01.74,125 05.54,NA,NA,NA,M-CALU,41,F,Adult,<4,Estimate,Unk,Unk,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811065W-VHF,Unk,Red,Unk,NA,NA,NA,148.51,,Unk,,,No,AKI99MAR,109.2,NA,73.7,NA,88.5,NA,48.3,NA,Unk,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,Unk,NA,Unk,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,Min,No,Unk,No,Unk,No,Grey,No,Unk,No,Unk,No,Grey wolf with good teeth,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Grey wolf with good teeth
46,W013A,1999-03-07,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1134,1205,"Rick Erasmus, Barry Minor, Clay Wilson",Cut block Finlay R/Akie R,Unk,57 01.52,125 06.13,NA,NA,NA,M-CALU,42,M,Adult,06-Apr,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,GPS,ATS,ATS-17843(149)-GPS,Unk,Red,Unk,NA,NA,NA,150.18,,Unk,,,No,AKI99MAR,137.16,NA,76.2,NA,101.6,NA,50.8,NA,Unk,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,8.9,NA,Unk,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,Mod,No,NA,NA,NA,NA,Black,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
47,M015A,1999-03-07,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Paul R,Unk,57 21.92,125 22.73,NA,NA,NA,M-ALAL,43,M,Adult,<4 Yrs,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811030M-VHF,Unk,Red,Unk,NA,NA,NA,148.4,,Unk,,,No,AKI99MAR,243.8,NA,177.8,NA,188,NA,83.8,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
48,M009A,1999-03-07,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,1400,1440,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp/River Bottom,Unk,57 21.27,125 23.76,NA,NA,NA,M-ALAL,44,M,Adult,<4 Yrs,Estimate,NA,NA,NA,AKI99MAR,NG,No,CT,VHF,Lotek,LK-T9811024M-VHF,Unk,Red,Unk,NA,NA,NA,148.34,,Unk,,,No,AKI99MAR,269.2,NA,188,NA,213.4,NA,Unk,NA,Unk,NA,Unk,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
49,W014A,1999-03-08,4,1999 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Del Ck,Unk,57 14.62,125 14.24,NA,NA,NA,M-CALU,45,M,Adult,Unk,Actual,NA,NA,NA,AKI99MAR,NG,No,CT,GPS,ATS,ATS-17843(150)-GPS,40,Red,Unk,NA,NA,NA,150.62,,Unk,,,No,AKI99MAR,114.3,NA,58.4,NA,76.2,NA,50.8,NA,Unk,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,Unk,NA,Unk,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,Unk,No,NA,NA,NA,NA,Black,No,Unk,No,Unk,No,Group of 6 animals,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Group of 6 animals
50,C065C,1999-03-08,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 25.93,125 00.51,NA,NA,NA,M-RATA,46,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811015C-VHF,46,Red,Unk,NA,NA,NA,149.01,,Unk,,"C083C, C192C",No,CHA99MAR,208.3,NA,114.3,NA,127,NA,71.1,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,"Group of 9 Caribou, good condition",No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"Group of 9 Caribou, good condition"
51,C063C,1999-03-08,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 25.93,125 00.51,NA,NA,NA,M-RATA,47,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811013C-VHF,44,Red,Unk,NA,NA,NA,148.93,,Unk,,"C079C, C134C, C191C, C216C",No,CHA99MAR,198.1,NA,137.2,NA,142.2,NA,55.9,NA,Unk,NA,11.4,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,Group of 7 Caribou,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Group of 7 Caribou
52,C056C,1999-03-08,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 26.14,125 00.16,NA,NA,NA,M-RATA,48,M,Adult,4-6 Yrs,Estimate,NA,NA,NA,CHA99MAR,NG,No,CT,GPS,Televilt,TP-G01TX-036-GPS,29,Red,Unk,NA,NA,NA,148.52,,Unk,,,No,CHA99MAR,213.4,NA,129.5,NA,152.4,NA,76.2,NA,Unk,NA,11.4,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
53,C061C,1999-03-08,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 25.25,125 01.43,NA,NA,NA,M-RATA,49,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811011C-VHF,48,Red,Unk,NA,NA,NA,148.88,,Unk,,C082C,No,CHA99MAR,203.2,NA,121.9,NA,132.1,NA,61,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
54,M021C,1999-03-08,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp,Unk,56 23.11,125 03.01,NA,NA,NA,M-ALAL,50,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811036M-VHF,47,Red,Unk,NA,NA,NA,149.07,,Unk,,,No,CHA99MAR,279.4,NA,205.7,NA,198.1,NA,81.3,NA,Unk,NA,14,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
55,M029C,1999-03-08,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp,Unk,56 23.08,125 02.96,NA,NA,NA,M-ALAL,51,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811044M-VHF,Unk,Red,Unk,NA,NA,NA,149.23,,Unk,,,No,CHA99MAR,294.6,NA,205.7,NA,213.4,NA,86.4,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
56,M018C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,830,850,"Rick Erasmus, Barry Minor, Clay Wilson",Forest edge of power line,Unk,56 19.87,125 18.88,NA,NA,NA,M-ALAL,52,F,Adult,4-6 Yrs,Estimate,Unk,0,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811033M-VHF,43,Red,Unk,NA,NA,NA,149.02,,Unk,,,No,CHA99MAR,266.7,NA,193,NA,193,NA,91.4,NA,Unk,NA,14,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,"Group of 2 females, first seen at edge of coniferous forest/edge of powerline, collared in cut block",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Group of 2 females, first seen at edge of coniferous forest/edge of powerline, collared in cut block"
57,C064C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 26.23,125 00.32,NA,NA,NA,M-RATA,53,M,Adult,4-6 Yrs,Estimate,NA,NA,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811014C-VHF,26,Red,Unk,NA,NA,NA,149,,Unk,,,No,CHA99MAR,218.4,NA,137.2,NA,137.2,NA,68.6,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group of ~15 animals,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Group of ~15 animals
58,C067C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 26.24,125 00.27,NA,NA,NA,M-RATA,54,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,GPS,Televilt,TP-G01TX-059-GPS,41,Red,Right,NA,NA,NA,149.42,,Unk,,"C119C, C136C, C178C, C214C",No,CHA99MAR,203.2,NA,121.9,NA,127,NA,55.9,NA,Unk,NA,8.9,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,"Same group as 149.001, about 15 animals",No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"Same group as 149.001, about 15 animals"
59,C059C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Lake,Unk,56 26.24,125 00.27,NA,NA,NA,M-RATA,55,F,Adult,4-6 Yrs,Estimate,Unk,Unk,NA,CHA99MAR,NG,No,CT,GPS,Televilt,TP-G01TX-044-GPS,35,Red,Unk,NA,NA,NA,148.7,,Unk,,C095C,No,CHA99MAR,203.2,NA,121.9,NA,127,NA,58.4,NA,Unk,NA,10.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,Group of 4 (1 calf + 2 adult unknown + 1 adult female),No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Group of 4 (1 calf + 2 adult unknown + 1 adult female)
60,M019C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp,Unk,56 26.70,124 58.13,NA,NA,NA,M-ALAL,56,M,Adult,<4 Yrs,Estimate,NA,NA,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811034M-VHF,28,Red,Right,NA,NA,NA,149.04,,Unk,,,No,CHA99MAR,241.3,NA,170.2,NA,177.8,NA,81.3,NA,Unk,NA,12.7,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group of 2 animals one Male one Female,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Group of 2 animals one Male one Female
61,M025C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Meadow/Swamp,Unk,56 23.04,125 02.84,NA,NA,NA,M-ALAL,57,M,Adult,4-6 Yrs,Estimate,NA,NA,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811040M-VHF,38,Red,Left,NA,NA,NA,149.12,,Unk,,,No,CHA99MAR,266.7,NA,177.8,NA,203.2,NA,81.3,NA,Unk,NA,11.4,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,"Group of 5, 2 males, 3 unknown",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Group of 5, 2 males, 3 unknown"
62,M020C,1999-03-09,4,1999 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Rick Erasmus, Barry Minor, Clay Wilson",Forest,Unk,56 38.08,125 22.08,NA,NA,NA,M-ALAL,58,M,Adult,4-6 Yrs,Estimate,NA,NA,NA,CHA99MAR,NG,No,CT,VHF,Lotek,LK-T9811035M-VHF,34,Red,Unk,NA,NA,NA,149.06,,Unk,,,No,CHA99MAR,304.8,NA,193,NA,198.1,NA,96.5,NA,Unk,NA,15.2,NA,Unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group of 1 animal,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Group of 1 animal
