Column Num,Animal Id,Capture Date,Session,Survey,Study Area,Time Start,Time End,Surveyors,General Location,Map Standard,Latitude,Longitude,Zone,Easting,Northing,Spp,Obs #,Sex,Age Class,Age,Age is Estimate,Reproductive Condition,Young,Age of Young,Capture Session Label,Capture Mechanism,Capture Comments,Marking Method,Marking_Type,Marking_Manufacturer,Marking_Serial_Number,Current Mark Number,Current Mark Color,Current Mark Ear,Previous Mark Number,Previous Mark Color,Previous Mark Ear,Current Radio Frequency,Previous Radio Frequency,Mother's Id,Mother's Current Radio Frequency,Young's Id,General Marking Comments,Handling Label,Total Length,Total Length Comment,Shoulder Height,Shoulder Height Comment,Chest Girth,Chest Girth Comment,Neck Girth,Neck Girth Comment,Hind Foot Length,Hind Foot Length Comment,Hind Hoof Length,Hind Hoof Length Comment,Hind Hoof Width,Hind Hoof Width Comment,Weight,Weight Comment,Tail Length,Tail Length Comment,Front Pad Length,Front Pad Length Comment,Front Pad Width,Front Pad Width Comment,Hind Pad Length,Hind Pad Length Comment,Hind Pad Width,Hind Pad Width Comment,Right Horn Length,Right Horn Length Comment,Left Horn Length,Left Horn Length Comment,Skull Length,Skull Length Comment,Zygo Length,Zygo Length Comment,Canine Length,Canine Length Comment,Tooth Wear,Tooth Wear Comments,Vulva Condition,Vulva Condition Comments,Evidence of Nursing,Evidence of Nursing Comments,Pelage Color,Pelage Color Comments,Pelage Condition,Pelage Condition Comments,Scarring,Scarring Comments,Other Comments,Tooth Sample,Tooth Sample - Comments,Blood  Sample,Blood Sample - Comments,Fecal Sample,Fecal Sample - Comments,Parasites Sample,Parasites Sample - Comments,Hair Sample,Hair Sample - Comments,Skin Sample,Skin Sample - Comments,Other Collected Sample,Other Collected Sample - Comments,General Comments
1010,M071O,2017-01-15,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,928,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Nation River,NAD83,NA,NA,10,466004,6144379,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14766-GPS,,Orange,Left,NA,NA,NA,151.98,,Unk,,,"Red Button, WLH IS (also on ear tag): 15-7299",NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = +5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = +5mm, Body condition is good"
1011,M072O,2017-01-15,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1030,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Nation River,NAD83,NA,NA,10,451315,6136680,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14265-GPS,,Pink,Right,NA,NA,NA,148.79,,Unk,,,"Orange Button, WLH ID (also on ear tag): 15-7300",NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is good"
1012,M073O,2017-01-15,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1125,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Gaffney Creek (Manson R),NAD83,NA,NA,10,439720,6140676,M-ALAL,1,F,Adult - Young,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14765-GPS,,Green,Left,NA,NA,NA,151.97,,Unk,,,"Yellow Button, WLH ID (also on ear tag): 15-7301",NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = +5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = +5mm, Body condition is good"
1013,M074P,2017-03-02,Unk,FWCP Moose - 2017 Captures,Peace,Unk,905,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Hulcross Cr,NAD83,NA,NA,10,556452,6181204,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14750-GPS,,Blue,Right,NA,NA,NA,151.82,,Unk,,,"Red Button, WLH ID (also on ear tag): 15-7302",NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is good"
1014,M075P,2017-03-02,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1150,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen","Lower Hulcross Flats, near powerline",NAD83,NA,NA,10,562778,6180065,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14753-GPS,,Yellow,Left,NA,NA,NA,151.85,,Unk,,,"Red Button, WLH ID (also on ear tag): 15-7303",NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is fair",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is fair"
1015,M076P,2017-03-02,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1240,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Pete Lk,NAD83,NA,NA,10,555893,6185506,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14748-GPS,,Red,Left,NA,NA,NA,151.8,,Unk,,,"Blue Button, WLH ID (also on ear tag): 15-7304",NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,Yes,"moderate ticks, no hair loss",Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is good"
1016,M077P,2017-03-02,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1350,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Upper Moberly River,NAD83,NA,NA,10,554663,6183811,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14751-GPS,,Yellow,Right,NA,NA,NA,151.83,,Unk,,,"Pink Button, WLH ID (also on ear tag): 15-7305",NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = +5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,Yes,moderate ticks,Yes,NA,Yes,NA,No,NA,"underbite = +5mm, Body condition is good"
1017,M078P,2017-03-02,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1450,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Upper Moberly River,NAD83,NA,NA,10,553201,6184558,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14746-GPS,,Red,Left,NA,NA,NA,151.78,,Unk,,,"Red Button, WLH ID (also on ear tag): 15-7306",NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,Yes,moderate ticks,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1018,M079P,2017-03-03,Unk,FWCP Moose - 2017 Captures,Peace,Unk,905,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Pete Lk,NAD83,NA,NA,10,553258,6184660,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14744-GPS,,Pink,Right,NA,NA,NA,151.76,,Unk,,,"Orange Button, WLH ID (also on ear tag): 15-7307",NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1019,M080P,2017-03-03,Unk,FWCP Moose - 2017 Captures,Peace,Unk,940,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Pete Lk,NAD83,NA,NA,10,552356,6184610,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14749-GPS,,Green,Left,NA,NA,NA,151.81,,Unk,,,"Orange Button, WLH ID (aldo on ear tag): 15-7308",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = -1mm, Body condition is fair",No,NA,Yes,Unk,Yes,NA,No,moderate ticks,Yes,NA,Yes,NA,No,NA,"underbite = -1mm, Body condition is fair"
1020,M081P,2017-03-03,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1110,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Moberly River,NAD83,NA,NA,10,552229,6182167,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14754-GPS,,Blue,Right,NA,NA,NA,151.86,,Unk,,,"Green Button, WLH ID (also on ear tag): 15-7309",NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = -1mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,Yes,moderate ticks,Yes,NA,Yes,NA,No,NA,"underbite = -1mm, Body condition is good"
1021,M082P,2017-03-03,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1420,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Carbon Creek,NAD83,NA,NA,10,522365,6186492,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14259-GPS,,Red,Right,NA,NA,NA,148.69,,Unk,,,"Yellow Button, WLH ID (also on ear tag): 15-7310",NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1022,M083P,2017-03-03,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1520,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Carbon Creek (McAllister Jnct),NAD83,NA,NA,10,523686,6192504,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14743-GPS,,Yellow,Right,NA,NA,NA,151.75,,Unk,,,"Blue Button, WLH ID (also on ear tag): 15-7311",NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg raneg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = -10mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,few ticks,Yes,NA,Yes,NA,No,NA,"underbite = -10mm, Body condition is good"
1023,M084P,2017-03-03,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1650,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Johnson Creek,NAD83,NA,NA,10,538334,6188382,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14747-GPS,,Orange,Right,NA,NA,NA,151.79,,Unk,,,"Green Button, WLH ID (also on ear tag): 15-7312",NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1024,M085P,2017-03-05,Unk,FWCP Moose - 2017 Captures,Peace,Unk,955,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Dokie wind towers (Moberly River),NAD83,NA,NA,10,547475,6182840,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14262-GPS,,Pink,Left,NA,NA,NA,148.74,,Unk,,,"Blue Button, WLH ID (also on ear tag): 15-7313",NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = +5mm, Body condition is fair",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = +5mm, Body condition is fair"
1025,M086P,2017-03-05,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1120,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Mid Johnston Creek,NAD83,NA,NA,10,544674,6194621,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14745-GPS,,Green,Right,NA,NA,NA,151.77,,Unk,,,"Blue Button, WLH ID (also on ear tag): 15-7314",NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1026,M087P,2017-03-05,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1205,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Johnson Creek,NAD83,NA,NA,10,543406,6194399,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14755-GPS,,Blue,Left,NA,NA,NA,151.87,,Unk,,,"Orange Button, WLH ID (also on ear tag): 15-7315",NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = -10mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = -10mm, Body condition is good"
1027,M088P,2017-03-05,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1550,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Johnson Creek,NAD83,NA,NA,10,546334,6194979,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14752-GPS,,Red,Right,NA,NA,NA,151.84,,Unk,,,"Pink Button, WLH ID (also in ear tag): 15-7316",NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is poor",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is poor"
1028,M089P,2017-03-05,Unk,FWCP Moose - 2017 Captures,Peace,Unk,1720,"Brad Culling, Stephen Culling, Brian Pate, Cameron Allen",Hulcross Cr,NAD83,NA,NA,10,561820,6179291,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14271-GPS,,Green,Right,NA,NA,NA,148.99,,Unk,,,"Pink Button, WLH ID (also on ear tag): 15-7317",NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Healed wolf bites right rear, underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Healed wolf bites right rear, underbite = 0mm, Body condition is good"
1142,C448K,2019-06-06,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1500,1530,"Matt Erickson, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,13,M,< 1yr,2 DAYS,Estimate,NA,0,,KLI19JUN,HD,Short chase- about 20 sec. Quick handling time- about 1 min 30 sec.,CE,VHF,ATS,ATS-103136-11-VHF,13,Purple,Left,NA,NA,NA,149.623,,C311K,148.27,,,KLI19JUN,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1175,C436K,2019-07-23,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1530,1545,"Matt Erickson, Helen Schwantji, Amelie Mathieu",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,1,F,< 1yr,3 months,Actual,NO,NA,NA,KLI19JUL,DG,Drug delivered via dartgun - BAM used and reversed.,CE,VHF,ATS,ATS-103136-12-VHF,1,Purple,Left,1,Purple,Left,149.633,,C430K,148.04,,ATS-103136-12 (149.633),KLI19JUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Good,NA,No,NA,NA,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA
1198,C460S,2020-05-14,NA,2020 Animal Capture - Radio Collaring,Klinse-Za,926,929,"Matt Erickson, Landon Birch, Ryan Desjarlais, Rocky Desjarlais",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,1,M,< 1yr,2 Days,Actual,NA,NA,NA,KLI20MAY,HD,Quick capture and easy reunion.,CE,GPS,ATS,ATS-106708-01-VHF,13,White,Left,NA,NA,NA,148.342,,C315S,149.12,,"Moms ID= C315S, (35514, frequency 149.120). WLH ID 20-0578",KLI20MAY,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,NA,NA,NA,NA,NA,NA,Unk,NA,NA,NA,No,NA,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,Yes,NA,No,NA,NA
1208,C461S,2020-05-15,NA,2020 Animal Capture - Radio Collaring,Klinse-Za,720,723,"Matt Erickson, Landon Birch, Ryan Desjarlais, Rocky Desjarlais",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,2,M,< 1yr,1.5 Days,Actual,NA,NA,NA,KLI20MAY,HD,"No chase, easy reunion.",CE,GPS,ATS,ATS-106708-02-VHF,8,White,Right,NA,NA,NA,148.493,,C434S,148.29,,Moms ID= C434S (148.290). WLH ID 20-0579,KLI20MAY,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,NA,NA,NA,NA,NA,NA,Unk,NA,NA,NA,No,NA,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,Yes,NA,No,NA,NA
1210,C462K,2020-05-15,NA,2020 Animal Capture - Radio Collaring,Klinse-Za,815,818,"Matt Erickson, Landon Birch, Ryan Desjarlais, Rocky Desjarlais",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,3,F,< 1yr,1.5 Days,Actual,NA,NA,NA,KLI20MAY,HD,"Quick chase, successful reunion (took 30 minutes).",CE,GPS,ATS,ATS-106708-03-VHF,15,White,Right,NA,NA,NA,148.546,,C346K,148.16,,Mom ID= C346K (148.160). WLH ID 20-0580,KLI20MAY,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,NA,NA,NA,NA,NA,NA,Unk,NA,NA,NA,No,NA,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,Yes,NA,No,NA,NA
1211,C463S,2020-05-16,NA,2020 Animal Capture - Radio Collaring,Klinse-Za,920,923,"Landon Birch, Mariah Mueller, Ryan Desjarlais, Rocky Desjarlais",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,4,F,< 1yr,1.5 Days,Actual,NA,NA,NA,KLI20MAY,HD,Captured on second attempt. Long reunion (2.5 hours).,CE,GPS,ATS,ATS-106708-04-VHF,9,White,Left,NA,NA,NA,149.653,,C374S,149.684,,Mom ID: C374S (149.420). WLH ID 20-0581,KLI20MAY,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,NA,NA,NA,NA,NA,NA,Unk,NA,NA,NA,No,NA,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,Yes,NA,No,NA,NA
1212,C464S,2020-05-17,NA,2020 Animal Capture - Radio Collaring,Klinse-Za,815,818,"Landon Birch, Mariah Mueller, Ryan Desjarlais, Rocky Desjarlais",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,5,M,< 1yr,1.5 Days,Actual,NA,NA,NA,KLI20MAY,HD,Quick chase. Reunion took awhile (~40 min).,CE,GPS,ATS,ATS-106708-05-VHF,20,White,Left,NA,NA,NA,148.323,,C317S,149,,Mom ID C317S (149.000). WLH ID 20-0582,KLI20MAY,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,NA,NA,NA,NA,NA,NA,Unk,NA,NA,NA,No,NA,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,Yes,NA,No,NA,NA
1219,C465K,2020-06-18,NA,2020 Animal Capture - Radio Collaring,Klinse-Za,1013,1030,"Matt Erickson, Blake Spencer, Julian Napoleon, Starr G",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,6,F,< 1yr,2,Actual,NA,NA,NA,KLI20MAY,HD,Quick capture - calf laid down,CE,VHF,ATS,ATS-106708-06,16,White,Right,NA,NA,NA,149.493,,C355K,148,,Mom is C355K (148.000). WLH ID 20-0583,KLI20MAY,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,Unk,Not collected,NA,NA,NA,NA,NA,NA,Typical,NA,Good,No,No,No,"Group size = 2 - collared cow and calf
Marked animal = Marked cows (n=14) and calves (n=7) in the pen
Antlers = both still present on C355K (the mom)",No,NA,No,NA,No,NA,No,NA,Yes,No,Yes,No,No,NA,"Group size = 2 - collared cow and calf
Marked animal = Marked cows (n=14) and calves (n=7) in the pen
Antlers = both still present on C355K (the mom)"
